views,likes,dislikes
255273,8998,312
1520723,66391,1152
613385,21345,1314
1041746,24976,541
86320,6483,55
1532663,20701,299
813111,12615,446
3360521,150030,2339
485043,63532,132
2802574,44763,2335
2023028,100293,1130
787458,20284,363
94162,6398,129
3657868,213603,1201
3330572,52125,1868
750002,7503,458
6791294,464069,6070
1171108,22511,649
1553879,85554,688
2510923,36516,861
9798868,589896,7678
1353765,140280,1662
196600,24116,252
915476,18867,1777
4767571,274522,2168
1079062,10225,757
2195220,102108,2971
3326259,250142,3023
395623,12252,224
35753617,1266862,62672
856475,5684,160
272048,2199,75
4466774,232818,2517
54486893,1131090,28245
9453580,546108,7572
16231606,233162,7838
19463525,399523,7751
333346,20509,283
1295254,103093,5380
1178005,26884,1692
351390,4592,61
4340346,100572,1974
281994,13138,395
256736,4112,150
1551901,13023,546
1019591,21575,658
2127980,81338,1067
264266,14709,275
709365,5466,1318
1217329,140411,809
266706,31589,95
1007896,46460,1506
61286108,4116184,136458
60026912,407498,20257
375639,4554,890
84167436,2813040,41699
172016,6125,287
463932,21443,1212
791203,37562,344
131284,2208,66
3751284,199734,1298
1285102,19235,525
2809252,103636,3283
370221,8974,123
4087154,142615,2976
139098,1619,25
69043357,783536,14181
6272964,351969,7562
164569,4720,248
637924,37419,296
3379071,243893,3320
646236,9566,419
143735,1982,45
434442,14067,595
408192,3622,108
198273,2114,231
509794,36949,1533
1436218,29972,811
1702181,43967,1095
357213,4129,586
1864069,93461,896
206728,2751,58
2193147,78386,1358
1034724,52899,1078
1524678,121659,1884
49608723,448788,16679
828091,49648,716
1606903,33577,4301
80039,284,405
4478868,379772,3647
287814,17335,133
1680591,80830,4412
3252106,482114,1400
1024442,63098,566
12350267,296043,10023
2571659,125141,1879
535053,25658,248
860254,37439,820
11838926,231538,4610
4457081,48033,5097
10485638,474066,42693
1901665,30056,775
1277257,133192,655
558950,2286,230
7580082,63378,3414
5674984,99268,3876
135348,8142,140
32151111,428963,11763
2188303,63967,1344
792404,13207,290
456661,4322,255
3098182,57453,2887
3560859,98901,1488
1196289,108807,367
986908,16169,501
2167900,177232,2088
504079,60375,804
889361,9653,299
828552,4745,233
1321933,51711,1135
10230284,552417,2958
802148,61889,793
218189,29375,210
498031,3905,324
562825,18081,459
2282633,60130,315
5363298,860160,6638
393174,18529,183
419085,10339,151
23482546,342333,26608
10820484,99842,2622
103639,1092,20
858353,50305,358
5457529,175306,1971
222867,14338,407
657828,31726,973
3430016,279398,1890
2763214,28069,1262
1138907,31576,330
665334,28835,287
924947,84446,202
2391256,189365,1425
972403,14331,224
16907506,1106103,19008
1948258,16873,663
8324319,150427,3880
3915459,316656,13301
916539,52084,552
6563293,275106,2746
21672903,1315015,4276
3712854,34337,2281
3298627,42063,2719
5822223,20236,5378
709043,5037,688
336737,5310,119
4198522,374105,5160
41758880,837888,28136
128124,3388,93
4555962,31542,7809
2373959,101418,1651
112906,1248,165
1943847,159216,1322
135350,1619,23
3346630,188562,2432
829317,5417,2216
179923,8401,150
230605,19744,165
2122770,67109,747
249188,7722,209
1140275,40922,607
773951,52327,375
405028,3344,108
10994588,424644,4729
2331720,136076,1044
495250,34690,256
8122456,186950,4991
1882671,116522,2301
12125756,1090994,15127
1014542,59433,1386
1003837,37155,492
367779,23661,390
4100122,124583,1921
1763339,137421,1630
199352,3935,178
2227000,147789,868
809366,31844,540
2109186,65873,1162
515855,4467,162
1963581,34809,606
1244146,63782,1454
123703,8893,237
2347106,29982,971
2661051,252557,1949
2260964,139859,2706
1514016,19352,803
695342,35972,243
2985429,267840,3163
3399810,165431,1086
680161,10128,237
831270,2151,391
1167379,16882,279
44685046,786430,206721
2175523,86911,1479
2434746,8880,517
1091073,58979,1467
327865,42256,1779
1747937,68498,3293
688042,19989,141
824427,144548,192
2752463,186514,2589
3815485,159678,2299
1585145,68873,1149
2594856,141050,1895
650746,40657,371
3604448,157489,1910
1606684,21660,2648
187452,2496,28
640294,16797,936
200918,8837,256
979833,25589,178
2348293,110372,477
4251573,105739,773
9054641,448832,14190
1687123,74904,1406
22681600,857860,37298
282293,8757,406
589001,21060,401
2137269,127567,3567
383931,24044,601
3630881,61099,6290
74295056,850945,44714
3135728,69589,958
899667,28403,533
129006,4298,1184
378539,3462,242
120531,5547,260
1701153,67846,813
6117541,141725,17677
856655,8938,170
495292,86348,354
79254,9451,45
976121,23324,298
841736,60437,1372
413342,24440,698
1646890,81442,881
3953068,297570,2720
2984694,102804,4492
19600564,337169,8089
3010121,236024,625
2141399,184994,681
893493,10049,316
1633444,36646,1050
3435313,187384,2650
173728,5587,203
1825985,60815,531
481831,34884,765
2117124,92646,1325
1166623,15472,512
220701210,1907217,142696
304200,8990,120
988548,41974,485
901169,28304,610
1080109,8973,269
42967401,617107,32138
1990562,177427,624
753376,31023,953
539951,14726,566
959071,36736,292
2201810,180885,1514
729992,75889,386
2040276,82929,2336
14904986,1290944,50295
24729939,137984,20083
1244631,58960,688
123183,1361,97
961056,89465,454
5856022,152891,5949
206853,3600,99
556677,11748,312
12467748,430196,11232
2469196,83811,14129
2067195,62042,1508
340102,6334,433
342025,1912,62
1757928,114503,945
1511051,104369,1366
278426,10072,205
2196251,31003,5133
4354030,207154,1064
1837333,120815,575
1109672,19824,363
811378,10775,207
6724216,118383,8123
204255,1195,36
462560,8658,251
307227,9284,93
446470,52926,927
84843,10159,46
210593,7518,325
374742,17466,374
215784,6993,298
2284214,91278,2479
16569939,109336,4949
382704,19324,177
391434,5096,350
2471268,35345,768
55944,1935,71
1907455,70546,1235
2253924,360421,939
4726139,102509,2405
15088990,202389,2337
136814,6055,309
2858207,128832,1899
255439,27736,174
294793,22515,313
4140821,142366,2337
4509920,191679,5338
1454976,5596,774
15288660,1217351,7415
2803836,278597,3426
146449,9443,301
1720350,115125,633
11532186,275096,6850
577214,8535,122
453280,4869,386
199327,6145,266
6829433,199312,4007
1343534,78745,785
14234759,159842,26680
2164952,20082,1182
3625902,60748,3646
2814622,136609,2281
2506058,25220,1045
390986,13953,167
7840963,90688,6785
971650,13248,266
1565407,10969,643
7840217,305228,4954
6007525,295781,2609
983942,48352,669
13430924,123477,5537
4136801,138291,9296
681633,20234,402
119055,4579,159
2849938,28947,1020
3143707,202268,5118
1192845,35211,174
3363432,43377,3165
946006,16075,419
24222016,452111,11102
290266,24580,222
447742,42355,628
970772,9122,723
5638426,365597,3153
66022,7462,227
748037,33890,1286
611026,11863,183
691294,64346,462
972726,47477,488
6808979,314322,1621
540827,17579,695
3829167,144595,4605
555799,3829,925
2015434,182764,2568
650458,31036,724
1085878,14537,193
739205,4308,275
220515,6394,108
217871506,5302778,441638
4893008,250676,5578
3180164,86157,1035
1608683,82884,810
1744203,27193,3088
67185236,4484538,41675
351231,6695,114
650752,6812,332
1276836,18421,935
13122648,393362,5049
644755,48718,354
6161324,149119,4272
6695783,156626,4276
90673,6729,34
10910085,327678,2799
21058359,2044056,22244
3148656,52442,1394
945766,29318,462
1490112,57074,552
2995249,49458,2756
715954,39358,1045
1864021,118450,1307
1128772,70163,1346
969801,31923,798
9856071,169628,2154
1630739,31856,415
299141,28345,219
2131871,73265,1358
779632,30389,224
530266,32999,236
51645947,1136437,29846
170446,10523,45
905311,43134,562
48212,261,29
2302226,40317,270
1812787,82289,1208
7338575,149967,2176
1784020,16279,535
8939280,414419,14175
488270,6746,196
9811897,1712082,5627
700782,16122,362
7087585,433229,8103
15470635,88126,8408
1103476,29939,520
93654,1341,29
8029437,351395,4788
2448807,46055,1619
7244221,2884,491
167040,9795,81
611043,14465,270
3240058,93884,2150
1957760,77143,1083
237648,15160,428
1408352,44692,347
203213,4613,340
528939,21973,339
415648,6259,182
525310,10784,184
580564915,5452259,517705
2788420,115182,1765
1027586,58657,1057
135870,1510,61
485310,4347,206
459823,16117,419
5512472,248195,1808
32567486,2142443,19313
1874888,149724,572
26608954,202928,5392
1283671,6800,1202
37777470,710324,12945
4528067,384522,5827
477380,31438,357
17181406,655022,8030
391076,29769,147
87801,2883,31
498407,92950,240
677881,10034,234
518445,13833,611
10868457,58824,1691
508071,7744,646
199358,2556,100
29290330,824094,11012
4608031,58895,1718
6532237,700947,3747
2260808,79429,838
1851788,196669,2220
60522358,918007,13945
637476,19010,668
5242337,22869,2642
2563479,62921,1103
43374,403,42
3419320,87752,999
1806969,14542,718
1497444,56889,882
1888070,41447,696
4631463,150942,5202
995656,61831,701
6867610,189399,3337
542114,33345,1844
285923,25877,321
248768,12214,71
538729,6081,1087
737152,7639,746
35987078,518750,11727
1844885,25761,818
6047775,936496,3269
501497,20996,183
740596,13650,673
554689,25486,468
1300529,40856,1135
125466,2499,25
258026,15972,405
565632,57748,879
519254,36308,623
110687,706,39
172085,3314,139
2290681,121722,1398
434426,19491,377
19994466,1010380,7555
8426860,169145,1631
1948090,78035,515
628281,6206,394
7717205,329741,9036
4895239,142287,1967
890500,49333,508
378387,19658,174
1977693,169313,2145
770598,12885,645
1332246,33497,1371
42685931,942692,52420
139303,2441,179
1122505,23997,370
311559,24074,350
1473195,18905,397
326774,17424,306
984818,13969,278
653190,22426,422
639824,140376,154
22390197,343351,5176
3601712,230700,3306
2565269,81190,3079
6407851,536727,9876
730594,46793,329
1444047,100829,969
5012978,255782,8308
2574444,31697,964
419076,11292,137
176096,3926,225
386233,52631,334
22854966,1486945,27312
3693931,304526,3278
1405458,50407,393
2362154,59657,674
279223,2982,252
1739563,31239,1022
8194199,113023,3486
31680657,634492,11175
4194171,317034,2855
3618020,154646,6400
199664,1545,93
495346,42514,330
3115068,81309,2567
65125,482,60
6652354,174799,2540
736566,15514,414
475238,5451,95
831970,54815,595
345315,26070,212
5262037,63547,1709
583267,6767,106
1328550,73388,402
3105861,133768,1461
1248011,16260,395
267960,9378,283
846410,19975,275
10598667,190141,6663
1904922,103181,1889
1015351,7536,480
1363440,131783,1720
30123532,81372,4115
3868403,182269,1464
4273382,288185,5311
605384,80554,489
560277,25801,341
3072560,74983,843
714870,26993,250
2511178,262279,1133
322032,9361,13928
393287,16537,236
361654,8266,256
6686650,605586,5098
21983450,798426,9950
602166,12606,257
7122928,85438,1556
262222,1152,69
6399573,74990,6548
82945505,2844903,36905
5036971,178105,2465
922053,37569,226
2052152,114584,791
4994287,178268,2778
125795,16563,170
16122298,25414,797
1380783,39332,1500
1192776,46312,1393
208376,9350,333
3660239,106361,3007
6432414,536343,7747
3495943,208090,4068
332884,20969,190
1874342,118134,884
786492,46045,325
107194,4029,125
1036329,10601,375
120011,3299,77
894727,20016,224
3745454,65756,1174
236102,6868,298
645072,7225,152
4103623,32086,2953
198850,3497,146
7828001,229852,7104
621831,13647,320
2105932,91624,7917
44039,1427,138
905883,60481,380
1043620,50290,572
2630168,142951,888
2573103,55655,5792
141332,17838,686
11942937,372862,4116
2342442,46916,1823
5156939,90769,3866
207343,1447,474
596025,82573,433
5711538,53240,3098
203890,29421,258
697157,28083,1912
249203,9926,214
420792132,5171699,116287
1820919,22903,1249
841318,8713,870
2282187,141765,2977
614143,3623,318
34290,3667,125
4121764,26519,1349
2005746,44041,1484
275039,9813,219
277812,14031,856
226615,17106,154
3588031,59740,1335
3542247,321121,3022
2395331,49758,3296
312207,4726,134
4215463,169405,2862
706429,10253,246
550760,17712,349
524917,74314,479
220085,2567,68
2574299,25935,1088
2960919,174963,2089
339384,4296,167
462377,20568,185
1646689,55961,1110
111693,2549,61
446579,21609,307
1366449,38058,868
309834,6236,72
7494717,141042,7269
12864304,248374,4714
539036,45790,212
1053706,9825,266
19833034,458047,53466
522603,8496,210
3752444,355645,3011
718048,14131,350
4851910,86276,5526
516331,24503,315
2339878,27929,692
1488343,11618,1210
112850909,1285187,381469
28702963,944880,6472
2050521,123625,725
357631,19373,256
3749920,83070,1961
11490834,488308,7088
762002,13825,493
4472868,57044,1803
700639,12580,203
1261685,37224,1467
1001481,51592,361
1550710,85831,2575
745797,29883,296
162567,1408,95
51225361,772610,35201
13052918,171064,4193
4553162,78044,1903
242736,7467,465
312972,29941,91
9531531,157733,17657
20853541,181610,7525
4043863,132194,1199
1185369,85358,854
1613190,14720,476
1587412,20688,330
999618,56038,500
168996,8931,61
659218,11643,1748
987782,21218,564
4157305,196515,1269
176769,4237,214
1178900,12053,198
1698158,86922,2013
107121,4913,103
704300,25794,446
322692,9299,109
25893689,798303,14073
686527,25315,620
2614965,123630,2227
5679775,348474,2005
359847,5697,68
222903,17786,184
3430751,245724,7097
1326570,14573,605
1125797,6730,423
361069,11329,417
55371637,502692,33271
1844387,18980,1209
3355826,206941,6659
367683,38920,68
1463189,87033,1790
2435666,123838,976
185878,8378,71
501888,24491,659
6046052,70508,4114
1693433,130803,1168
14343928,443683,12175
146900,3787,136
129679,3639,69
206894,7833,56
464292,2933,64
14424534,24222,1754
6209075,192210,5311
6142912,175782,4906
195353,15762,232
217733,2271,41
2959778,118612,1305
1429479,94044,279
1282765,45960,464
800999,28387,417
9341995,462775,8166
2128964,177424,705
349705,52766,1347
4912757,250331,2031
1265931,66425,1132
164366,5317,78
6353244,196474,10217
3996731,302086,2540
1030192,15043,414
473992,29636,973
1525912,22344,1116
1849984,20914,1833
1309174,96836,2021
153784,14365,215
1461948,38876,638
516753,19932,323
381225,33775,134
433771,8536,352
8123578,60538,1425
1886329,32687,1659
267140,20828,147
2241375,83629,1039
3677533,174399,3030
3945793,58785,3575
458896,4112,127
11756638,667867,7379
5916720,71327,4391
1259558,83630,1365
3992084,260926,3695
1341841,24648,403
206149,11986,405
753120,74388,745
2241255,53276,4316
7033317,367793,6270
329855,15448,473
8296852,313657,4474
779664,37258,774
608319,11959,1423
485258,5206,192
1330180,114126,598
4060929,242724,2182
1839623,219389,822
3340345,43920,201
1407129,19392,479
4366545,194365,2338
1681434,22911,331
10067058,226304,1812
279697,3894,147
16456157,453392,7769
3051948,22580,4675
2742527,177434,5251
8447028,419422,11602
4300708,81265,1588
527519,6477,194
354115,14406,1052
2309258,123585,913
423486,6465,370
778184,51132,533
645109,6707,596
976281963,7496062,290062
4530323,831574,1980
1252762,69849,689
5948659,342290,1058
3830473,351732,3725
27801673,169977,6555
721153,73408,1031
801356,12602,308
48006,1974,32
1148050,120565,1658
1767952,21165,1444
1871980,28247,471
1172694,18960,265
373310,16260,180
225677,895,1428
435056,15551,2071
256205,4979,98
348169,44366,750
796531,6521,142
5065244,41028,2295
1218643,54874,750
1430157,41833,381
2153675,17421,434
773615,30425,587
9268169,115836,1739
9674419,224036,7302
3478411,97095,1562
3028055,240018,2610
1122366,54842,688
7546932,207439,4222
15355110,156192,4940
93357751,679080,19589
899382,34063,584
1230679,75439,372
1449293,91604,589
3885569,192978,689
6175886,643399,7072
11149615,727212,10751
614952,45712,1405
775034,36070,2029
103790,2258,307
10612072,525539,8015
1981993,62108,892
31602826,1504367,31878
20222729,534719,4233
399771,26253,372
4286496,143095,3860
1154943,96116,3834
3268019,163434,5018
669607,4329,74
1138201,42377,481
746330,57529,195
616261,18569,132
845032,49802,400
158561,1541,14
7246688,318384,4385
323514,12991,84
512293,18216,334
1150750,68871,666
1274264,19623,562
290750,7485,160
5424750,157329,4465
5537229,432252,8979
2578645,106993,1004
266382,1434,190
4830831,55492,5966
1663711,207440,629
733918,32119,382
1918701,71889,1036
1939050,73776,605
521699,26984,460
652311,11123,221
525783,41927,162
8279038,489683,10595
55586,3403,247
117863,16166,187
174068,2375,56
1279814,71024,1386
1504493,152782,1753
655758,6082,245
9646714,597088,20334
3673637,67738,1848
226099,7231,38
1009298,21840,988
1064215,57677,629
4291339,188972,1940
471569,11214,829
797624,5545,860
2821002,121468,2369
6457806,224287,14905
4966772,87760,3021
2513687,73957,1746
5078160,1285274,3196
7077175,200972,2909
11925333,250725,5648
826193,152862,130
1563392,16701,804
2222689,12619,458
1647436,77392,2818
427605,12785,395
198778835,4004729,614235
5491229,98321,9614
3280077,66882,1625
514480,20167,136
18254482,719670,37445
1643505,129944,1327
2081134,27459,1957
340682,3011,236
949354,12639,305
41479679,1785695,38004
2641651,127776,1101
208345,2459,68
372806,6694,667
73019627,512927,19687
1249255,107613,1619
4040672,174316,2098
9316282,366590,12576
4546364,168575,2644
295036,6361,188
58460670,244424,76137
2566425,39749,2483
2875020,153556,2650
618080,7549,133
41794661,2423196,27361
999584,74784,334
206126,7107,169
1204901,17226,545
265558,11041,208
407524,28669,139
266076,4068,47
575337,6598,86
8368067,226598,3471
354469,3068,265
1019230,38692,443
23294628,428814,8751
179208,703,38
7532899,90965,1316
4827109,208585,2079
1085049,27501,259
24486141,243727,13454
570622,45456,377
212778,2556,29
316181,19039,353
5586284,191755,4260
5394177,261441,4141
1662351,33796,1375
2161896,79454,1289
913078,13165,374
275016,15170,167
1646994,30518,343
599518,20300,198
154623,1711,64
267254,2051,324
647714,45128,1085
56757230,903094,32424
1182466,92711,1054
1985099,14573,874
40194215,202045,10445
2122260,111331,1201
466565,3286,186
188954,934,49
2948584,345354,2303
194208565,5371813,73333
36376628,1418210,30088
1139534,58980,760
2515210,50557,1367
192793,13671,102
124256,7607,58
410380,10347,198
849780,48828,441
582851,16978,273
515991,23314,223
586835,29485,181
35625465,225351,8195
422175,4303,286
2300981,22574,1053
1512119,75928,632
583436,50712,373
3216739,316296,9177
292613,4182,68
101518,701,18
195433,696,76
538568,20567,450
2341402,10410,565
933532,33330,483
822425,30764,521
1694164,387221,906
4387773,89264,1543
328946,8031,262
6846103,84524,3616
2953567,40864,1415
3315391,90654,704
1398394,25423,493
6930404,208033,2600
695335,3873,94
1838871,95894,814
465860,38731,776
111436,10742,121
36776284,1315913,48183
238394,4085,267
3000072,152798,1795
1900375,172630,3326
862044,61682,319
174579,4276,116
696186,20654,349
108884,3769,39
244368,7387,250
840126,40606,3578
14232479,580658,8397
14274187,215147,10615
3328620,113668,1768
14541540,203028,3735
10412212,450010,11438
100778,1119,18
3499670,33974,741
2187623,376789,1593
406467,41695,168
10495440,395119,6526
17946469,153650,2336
5277347,265642,1692
345024,12393,167
652310,39249,666
3191907,143814,3509
139398,1872,27
3156949,37958,2898
204595,5194,74
254636,19991,287
5449785,133752,2006
1576897,15903,631
543453,17854,836
425868,12403,352
59235874,1628214,14992
2907204,78667,635
1080831,29112,272
64002,860,22
6939827,188191,903
12029638,369325,6092
11845557,301566,7755
98136,4445,50
2241607,131428,1673
532663,7706,205
16141724,151234,3316
815678,6497,7439
310676,15211,169
1710681,83360,414
1497650,53963,1569
6467000,126048,2349
236447,8594,181
1154105,36081,630
57886580,468411,18357
422641,6719,76
85990082,3102261,46738
985701,34643,615
2785825,129917,856
1019678,82597,557
2266927,58838,2040
729776,3423,1987
3075948,121093,1193
303101,14363,184
8249726,46039,4990
1413284,46675,1618
431204,9533,159
511172,6307,158
1039533,14708,554
15588148,468153,40603
17313493,313836,1866
2890457,83021,1412
13621713,793337,14726
10310771,576551,4482
842819,68466,418
2160270,115158,1391
305318,5681,1275
8007889,526540,5741
1093468,29714,629
522058,38619,246
3821259,113979,1281
38201454,1043111,44902
8681909,183304,6156
52964510,598972,38751
1667097,50478,1091
42705808,1845316,60394
949064,46578,457
1499387,16775,725
882857,8950,813
1323311,46599,578
582768,5554,160
4366964,223863,3633
546948,18805,591
188379,3787,27
934722,13431,273
2163178,132614,2013
3895274,162951,2598
1300567,50118,712
963106,16652,341
13318283,1092726,13702
92726,3348,63
1073402,34199,263
871306,13259,359
29985875,385647,16117
999342,62371,716
1789960,60570,775
26470045,357650,8616
3685754,48149,1464
563906,28835,1031
211243,7934,154
1695277,24830,698
2894290,32184,3365
3583503,97364,1400
5917903,61501,4807
271584,9863,210
2422187,129940,1045
2767673,137940,1526
294973,3994,282
706330,14327,198
1589997,46813,941
7202006,980249,28504
4073210,126042,14795
1434439,41252,512
803925,14560,193
181106,1089,42
1001344,15547,690
174579,4443,330
709462,68751,700
882974,55115,418
13157035,219227,7793
995204,32189,683
573507,13907,404
792060,50543,213
975955,45855,644
291439,12964,234
575131,17487,180
19323455,404239,48867
9986570,388169,11255
3305430,18237,256
96473,6547,72
1860151,28060,737
882696,52161,404
3862244,60843,2950
1643504,80362,4052
2459281,51979,871
212220,6249,472
2332879,232864,4044
1583327,103623,1231
975348,28155,1463
133578,546,48
1090499,96496,713
8333409,173827,2201
2422675,18090,1200
3846091,134068,1433
275268,14722,207
2101830,30164,762
1334914,144310,2073
175538,4581,71
578869,6177,533
923843,28268,427
69521530,337055,10494
1464435,141396,2640
1402529,11720,1888
265790,13047,140
992299,64638,618
646591,63290,514
1355783,107212,822
176815,1863,117
1837107,79705,787
497543,12800,373
865700,43122,1169
1376023,34358,483
1078489,61510,1305
1207372,12689,386
1975435,26875,1350
1028548,18853,274
10429718,342977,15455
7711423,172179,2484
2733420,36164,938
1149620,64113,434
28838323,1294345,93879
474501,5721,386
836926,37832,1137
622481,17057,189
1902450,7040,257
871090,48663,1179
886765,12334,237
9783587,112041,4132
1037258,34918,805
284359,3304,116
1996894,62273,462
7606044,565779,5140
4647626,285046,3098
235173636,6496004,617026
2277669,49588,1124
4901348,135918,2546
994882,13935,151
12524755,490490,9360
18183455,222511,19824
8463964,610584,7365
555936,35210,891
799952,5330,438
8955170,907897,7640
612528,25131,482
9558436,381156,4174
17426024,1561177,18255
418846,10744,194
3234208,223378,2425
6433130,173637,3415
1110954,102879,789
4228118,30569,1004
1883751,103091,702
2749653,173843,1895
1214896,46343,1311
1138005,88163,3128
2576104,177316,3511
303035,4748,192
4259056,114402,1626
268438,12977,158
736294,32059,425
3908461,40706,2189
928094,46243,341
3192336,67165,1550
574333,29513,575
15030130,1294145,12134
424345,1248,51
219473,13114,201
419494,6771,347
138313,1103,21
449190,6996,245
4144418,190120,1331
5100734,199038,12603
513862,35103,491
13404560,282315,12661
876871,15427,205
329207,23592,58
7801049,67891,13777
15281550,180608,3175
18198209,381179,10180
6279559,439657,2464
2116258,16710,751
8957694,792708,11280
272440,24857,249
2372422,137100,1825
4790869,155013,1932
3098443,56156,3143
1156434,18425,478
1505698,36453,811
3578624,29568,1089
1206709,54213,1244
251242,643,2312
1690776,182733,746
20177535,143128,5113
8610690,391618,7620
80560,3480,86
1932418,103098,1430
254904,7501,441
4959510,203739,24214
631570,50077,355
4825512,190730,1545
356771,5905,127
1265117,12364,1426
2319628,66149,3022
847459,7502,416
886406,79338,2838
6012382,149040,1999
2033821,20382,793
799874,149299,286
3490565,231030,1224
9141599,191056,5679
1242987,45661,1035
9585177,137334,1549
6780131,163097,2410
928295,21374,269
694328,20979,211
2478204,27445,893
8935884,175358,2010
310403,12236,818
771493,40860,222
456456,13095,255
852570,47376,422
7006665,368208,14605
3714398,250548,1558
240052,2263,80
3535057,52966,2044
351793,17058,221
1370232,18264,790
12965947,200628,9151
1129943,56070,1052
1173696,14869,357
646120,26836,413
16080326,172835,10603
2276391,33964,1317
899580,12017,351
276603,2120,189
1081274,20658,2581
1047647,18263,429
1568491,43314,2232
1435253,13874,300
465723,24773,570
4100021,169997,31111
1276131,71350,815
2478819,114870,2865
311727,8480,127
619718,39302,119
11756997,401696,12354
3478194,74527,1755
3792792,66503,2902
3832146,50474,1529
698727,20734,563
406838,5543,120
409359,6648,90
3263801,177112,999
9307121,464058,5200
862426,9878,162
155121,4691,209
280417,11681,142
675342,43598,181
161731,7535,274
5118543,46100,1403
4463212,43302,1757
3554056,58365,1525
1327985,99431,1408
20612825,391749,11535
362742,5531,162
7822468,146748,4638
3022737,22646,2820
6022851,59590,1673
32610544,1515084,44966
832738,33166,459
1109279,60507,464
101551,3810,144
403616,0,0
8527312,355512,16514
512344,13127,222
850311,66092,527
8668406,223752,9987
224916,2400,63
5212717,392520,8987
2965489,32641,1095
4192744,68019,534
479248,19439,175
157902,5080,198
792769,14506,168
236402,11877,95
377858,19182,477
2208991,21265,777
388225,17193,577
1592576,25214,580
1596310,36828,307
811556,9296,270
143271,4017,214
614646,28913,326
132306473,5311908,348475
870532,84559,335
13263433,795798,18075
1681678,19571,12550
706437,45339,1479
678274,42567,240
2397733,67692,1424
410535,11911,667
338112,6121,618
837356,38540,325
402169,39468,302
771612,65894,458
3945394,556589,14719
81371,4499,80
111022,8296,114
132900,5193,260
10904257,249672,6437
4442975,201140,3458
1052909,33865,1554
7282877,532431,14857
5423351,123986,1757
566101,18028,171
1305557,6963,946
14507266,231094,5570
17686496,1653153,22944
1167727,88115,494
52218510,1559209,12019
18334572,411736,11653
509454,5635,164
1416291,25398,327
53384026,1979138,190137
13769883,251785,89038
2006142,94346,1420
1524491,155407,3197
483302,13909,103
595374,18254,224
17822031,756225,32846
15147016,580862,48881
664631,41886,507
17232405,332736,24372
5513569,143478,2353
1165495,38777,196
1858210,161143,403
77425374,2501073,33507
238353,15473,192
8071964,175309,2442
2477825,100129,1010
3709161,286025,5481
3137912,96616,2184
762091,11780,1755
3785454,120950,5115
11874304,836249,11476
30607359,1977159,34349
2674145,85025,978
79847,7971,243
1374891,155711,1331
33236546,605261,119512
3998913,208433,1481
592730,5930,105
4159818,98767,2406
164727,7338,60
1345083,69617,1279
1168504,6848,236
5412070,199502,2637
5857192,31207,6425
834307,35211,98
3136343,193298,1019
1876946,94894,1030
2399504,100164,1060
822707,97755,509
522075,27510,227
1176125,10068,404
1988071,110183,2218
568365,26874,339
3560774,125316,926
384270,4452,144
10844553,1028420,12615
181434,6072,184
31454430,171133,6610
192668,29582,60
347784,24770,104
318331,13188,76
123824,1231,178
4615487,52856,4229
616843,89018,286
4879311,93734,2225
713759,42744,347
1897608,31257,699
1259633,14037,853
2512468,48348,2323
1212149,70101,518
400639,24212,295
8021378,129871,3515
3997092,315621,6225
2992803,54270,986
3401935,66098,107241
1797496,145562,1000
515799,7894,103
482285,7325,370
410355,42054,195
3310377,468003,3246
1453885,14266,535
283836,3516,243
732980,37258,396
1736571,89494,1099
2965833,96707,3930
1986182,192334,1157
1717971,134645,3147
13801497,580653,8957
94894746,1046318,24806
1312890,36262,1363
6009530,187888,2496
4477089,257785,11164
210374,2090,45
210911,1789,59
1276639,86050,291
105434,3289,131
831919,68699,875
311380,19608,445
2764930,312988,3952
1291811,41776,1845
995887,12988,301
384138,11713,156
88295,4784,107
420407,16221,489
3153366,57321,1361
2193225,125315,977
5070830,341060,7113
1415586,12150,871
120417319,424046,63652
2695993,114189,2271
110251,7942,171
320481,38066,248
7785080,250463,3869
16783813,376633,4114
899301,33436,459
233339,6923,199
669758,28956,364
1590570,8946,725
744889,23883,510
304175,18464,236
630657,46913,509
6396402,398913,1793
656327,7139,206
704182,15458,227
569844,26065,623
1739360,18385,1873
1043878,9256,293
1250097,101485,691
17446478,304301,7193
570601,38097,270
204122,3169,59
6252090,292289,1783
1279037,52537,712
1907514,38365,1324
1971545,84773,558
808705,12140,407
13756839,294862,11230
373525,9004,583
639587,6738,1341
2490658,38219,2300
55789464,802105,9516
589986,3065,132
1586496,53603,2545
3640725,290642,2046
2316806,131058,1227
1307816,36353,530
92753,2411,53
511420,10396,280
710849,49621,3320
1169389,49227,632
860200,34750,1080
613543,26789,693
1476359,50680,25734
2995035,43195,685
201074,6110,228
262197,6514,136
1972984,52529,4287
955100,11769,676
607502,56986,950
425948,17480,462
1255215,11495,409
2805470,147955,3613
1195809,6150,1069
85063,879,107
60850060,535100,13842
7598438,704903,7700
3341776,93928,1438
401732,13618,75
718542,38466,822
2075856,69943,1749
2722488,14013,615
5767621,177974,3216
3119554,58522,5214
523940,11496,786
1126376,16466,304
242477,6327,368
5864714,476213,3328
901338,32147,258
265272,12784,705
525226,6682,145
127195,8368,83
597993,15178,522
13280116,307147,4216
738322,27094,593
5856585,388223,6048
4601480,232930,2171
6957284,262897,3308
1706030,27453,1776
416303,23053,411
2884422,276774,843
3109777,133580,2340
676378,5850,212
51049586,2342832,119810
559102,12313,193
8074390,275472,6232
499808,29208,502
