views,likes,dislikes
553159,34118,425
1218023,57230,884
248827,11778,117
1107009,33166,510
596730,15555,476
214547,6476,86
1411016,22126,333
102202,1045,57
307994,6866,84
393053,6471,98
1042476,14556,325
993325,29347,192
393307,57614,304
406216,14958,341
195329,2665,1222
1232557,45850,831
94405,893,93
735639,7015,126
16677342,474544,7457
2248225,84651,856
1235034,43341,801
2174368,77256,1510
1348994,91756,645
637782,15353,387
1680678,29726,1500
6188700,553088,16748
154329,2752,105
817646,12353,300
1248719,55059,382
3736727,125563,4075
2787868,135132,3480
2377931,285034,5419
213539,963,138
416545,58936,790
2788187,125400,1396
1379795,74944,1066
262608,9346,115
1328456,10394,2080
6525625,251797,2577
8942633,280203,23421
3858371,316615,5451
3126193,242881,2237
3590032,333555,3580
292583,5371,218
406010,34099,754
13546126,58510,7704
863432,17543,578
184811,4221,335
32886797,1756820,42054
12474610,172934,3432
2104335,249165,787
1967480,74253,705
1581989,82652,2711
298515,15598,160
4468663,144567,5907
1209740,31587,353
4717795,276341,3214
361516,2009,151
496410,22227,505
10760456,163238,6935
16453628,269886,8152
6595435,485098,4422
165548,692,229
198444,2486,68
1641734,18033,487
1961771,57382,2052
1981378,113092,3891
473359,43226,566
1968962,33923,418
1386570,76270,2262
167179,2603,38
3794337,136733,4297
4598435,86064,887
2397915,69726,2057
1258193,80856,1405
2247565,18820,1039
938584,21482,529
5105157,61913,2307
790067,45835,1985
491960,16348,152
13874801,159299,4438
98354,4434,41
11929834,657414,29773
2377353,84821,1168
636364,12640,568
169777,5506,118
954931,124219,3454
1106035,67599,437
1277927,41723,773
215723,13271,164
362163,25699,700
1531545,142992,1771
773510,10738,442
176955,1098,38
378982,4132,154
304628,12816,433
11662067,402274,17136
2867447,15468,307
1046242,17123,869
807005,65615,1527
4085787,145378,1418
1143934,7604,736
500035,2801,148
22384262,1156620,23885
9152714,422481,13432
195583,3892,301
3112028,73014,329
2373544,25542,362
2360431,62146,1664
33044,3538,143
3204534,187339,1376
288335,13749,110
2338264,21282,763
807936,21753,720
765465,45756,625
106249864,1358476,348468
1746522,123518,1133
2045350,65177,1409
116490,8398,206
1846833,93305,2322
301422,22242,329
653579,8688,266
420336,20906,498
144626,4255,154
782955,39395,245
905604,11002,512
1928246,123951,998
1355687,75986,1142
857784,32996,386
68012,914,22
134636,3855,70
472026,11087,111
540897,5241,737
572150,3056,75
880954,3270,1073
950357,100101,1276
127343,9729,575
686927,6304,147
13025156,178476,2771
946090,23997,614
273653,3683,46
3646823,30944,775
1160887,42736,341
675253,28740,403
2936912,145402,4177
5130508,284436,5004
1602944,27906,490
362658,8458,262
1213470,20876,160
2194195,40119,1148
1256307,11520,1300
4286267,158756,3186
765594,64544,589
534656,27484,133
267307,3755,58
149766,4839,180
314955,5306,71
12091436,980240,4605
1291752,28578,1247
27186580,777422,22376
3270418,137492,2444
1757337,38328,583
796201,24402,163
2893743,99097,4832
446200,6695,79
4255919,196773,1786
139708845,1008063,26732
139878,3569,157
383873,9584,2481
3688717,125382,2468
4045991,186808,1573
7526470,353792,10997
177062,8355,190
3078309,124456,4058
880083,19035,1077
2988409,215902,1801
8596487,50331,3815
956484,68026,628
363881,19540,211
261592,10317,55
153620520,1505483,68380
877011,8351,852
7045471,96615,3862
237353,14781,218
3020881,154202,1413
3808700,105987,4980
2583890,132877,1874
655408,34716,535
1002960,35487,447
8397426,308708,2273
1564891,60533,671
3563071,221283,9000
1891397,50298,670
428311,3145,114
2128265,168027,3833
321537,16010,262
112382,3286,83
2032665,30339,797
894091,42752,560
3097007,64991,1250
5339090,69473,1979
10705174,248729,3917
1361331,10240,590
2462770,34730,586
519463,4816,389
489313,18192,310
884555,12538,494
269764,11571,159
4977887,182115,7743
11711637,129296,6489
237857,4725,521
37823959,1590704,14218
1032832,52728,506
1801233,101838,793
6011701,69712,13561
11808467,116006,1853
3425952,142181,8985
5011979,219669,2436
808343,68680,4458
2508346,20168,937
148314,4688,132
828549,10788,446
914328,82255,845
2622051,55151,1240
1021086,227919,452
1151866,94542,241
391070,4057,187
433363,18085,430
334229,2947,609
3342654,115568,1963
191356,2439,166
307753,3609,2055
1686857,29859,578
5495810,151590,3652
162444,2440,68
300449,2392,63
135822,18001,388
449043,5317,399
2974206,65147,1557
2779532,174805,1497
1375962,72156,686
865200,5705,174
464445,18664,1166
1098918,46049,3063
2466115,11545,723
907192,11311,570
3247010,311131,3401
9070774,705924,16937
23638013,354413,4628
1140912,49080,1251
191161,17103,69
6468895,104521,2875
333683,1953,179
3736839,144770,2981
426786,25736,315
815973,26363,628
775044,7768,245
1700634,44155,1619
4510495,113229,2017
1362322,28027,476
7244656,143666,4857
19271878,497822,1983
1212235,40334,930
392521,3748,81
3624619,72562,1762
723566,3717,448
9268921,14174,457
466576,3686,71
343034,12091,270
896079,12118,2156
8177262,259212,15271
1258558,52868,2914
246000,5321,119
1905123,15043,806
421990,22563,104
1569698,69434,2446
67131,1647,131
2241736,16586,1244
360870,22057,235
3043135,219628,2128
10647650,348555,6412
2416875,20978,745
424436,33235,194
1365752,62127,838
1297101,56764,1561
752710,104339,3293
1197473,93138,1144
2121978,108591,860
3976948,208567,3003
1642886,49978,1147
1122794,10667,305
519670,18210,1014
289573,8601,99
2051781,38474,764
562674,31549,1418
1354142,35557,701
415524,8762,196
284041,3820,423
5830202,61860,2452
14029710,326150,6588
5923793,103166,3013
218143,9389,73
5082360,301466,1629
809057,56513,383
180925,1441,110
1999423,41452,503
1204068,52931,1140
231961,1548,42
2406343,12594,662
18486984,1285045,33119
443402,9644,340
21233088,299599,6627
8270343,104135,2240
134499,1215,58
1692270,64315,569
4521053,357762,1591
813001,22672,286
1686610,176683,1506
1139153,53146,183
916347,82031,1039
2027604,108084,2638
2241726,115396,1253
489203,46578,77
687325,19605,250
72437,1807,60
1314232,43373,1246
1469892,48736,811
14737105,139339,2599
296165,2807,130
600461,18113,344
2010329,121027,823
5001031,145882,2769
595526,23893,182
1081448,34225,800
1514225,68158,870
76907,8729,49
452076,5371,166
739972,39713,271
5038374,181632,8760
7232001,73563,1896
214512,19654,402
3154623,44852,842
436022,16904,184
5347798,40528,3122
1659686,34534,1236
22472292,1281430,56704
39617669,2155327,52041
2096142,96197,723
973796,30852,521
773829,9177,232
5023125,317662,1655
566263,31443,271
18744158,628945,19453
241794,8076,776
7126173,145904,4011
1399997,13540,646
123686,2221,126
1142102,57699,235
24249915,381197,20327
1591335,27097,666
346432,10984,452
1926178,98660,1095
107539,1214,109
4995081,100886,12016
10938225,537695,9903
4174841,111346,3902
1196354,61564,1707
228800,4981,147
682415,79761,1898
474884,40003,907
1636281,20246,512
157091,2920,67
1784028,63622,759
1768501,65587,2108
239680,17519,306
3398457,50460,815
1286973,108901,2474
8436043,185204,1274
400609,40583,633
519744,15622,11208
2792281,174692,4346
757869,27121,343
8563214,313799,3548
2072160,21780,970
11503527,363130,4331
2159203,98606,792
838473,10909,304
1563356,20577,579
506489,8111,104
1463217,40169,679
1330601,38396,1185
657147,5905,129
94069239,1422909,279058
3406238,12745,2282
789662,8746,230
725547,9211,185
174344,2001,82
1018863,63405,2221
754015,44119,393
186801,3533,43
25176472,168801,12155
2708214,46766,1094
339297,16369,134
1198198,20885,855
3446475,352203,2667
979668,56879,594
261443,7006,305
7804513,141179,902
2622696,68773,1180
535506,8741,129
2229943,144726,5483
177929,1880,52
3078747,263971,1744
1190217,21234,484
4420580,683073,6004
6098373,159161,5211
1213843,61723,256
87555,1102,18
1572681,41339,676
1169188,13806,361
1934896,95577,1864
1866033,200646,3302
1477328,165932,1993
12602483,174941,3808
9603612,106349,3076
238810,3110,423
639382,16569,114
1255187,11562,485
1009804,78546,988
9697597,849926,11772
1329468,168382,596
1551058,21687,287
1839446,51079,677
503085,12724,398
226836,6942,148
8233555,197283,2196
799235,39648,247
6993259,320225,7748
731557,10304,273
515014,32267,654
7599832,239376,3128
2714953,91765,1874
2405941,184932,3586
426614,11391,168
490445,2238,149
588867,9272,926
9941798,87883,2371
21602163,313180,11879
1214985,58920,1154
2614808,68894,5503
43689676,1689129,11760
557192,29546,375
217308,3777,64
742047,43211,279
739171,8366,165
133802,12835,26
3866297,33102,583
2313451,27048,1148
989945,10719,256
1243802,20030,480
15740925,416134,7874
3720776,351170,1299
2883729,65059,1274
1064852,7063,201
249448,2430,148
161372,5064,217
995554,33778,350
7294401,339806,6625
2153734,73709,1420
1992802,95888,2233
1152516,50544,925
7667074,187323,2393
277915,16346,1275
739643,22366,930
98310219,938633,31958
446677,15715,135
457352,11127,719
2366960,71691,1956
315073,26678,422
191313,5077,153
8728531,211604,4785
4274503,107197,7435
3844310,116960,3763
110754,8524,61
329908,17825,293
724322,24838,741
5506393,82815,2273
254532,4656,118
3044635,183571,1642
4841952,52681,1804
5160765,264546,4313
7945628,258542,4003
1098398,55706,751
20793655,708037,13391
1278645,60141,1726
332453,12574,137
515650,8860,93
24361971,357292,8117
995470,49350,1593
349353,6762,290
793047,17216,487
2040299,201486,1071
151253,6194,403
1136877,7225,301
458606,23266,174
1348775,74050,789
3165955,60773,1832
3864716,93732,1148
575671,14520,780
2152057,23180,1790
56476,2161,119
4407199,347819,3250
105182620,1323277,24989
45779616,591950,26156
256596,14282,176
2729063,98085,1769
53042155,1857165,63223
1144574,64717,919
461592,39162,335
332758,10634,421
654324,27321,228
2226306,37686,682
1311516,54342,596
3160883,187737,6205
10739789,68877,1695
934112,7352,10717
1024078,13112,104
515841,10647,93
63450410,2612241,113858
11267746,286982,7726
417425,5647,183
397473,11241,909
2795528,45791,1666
606560,25206,299
1979730,129799,802
681438,17375,424
634610,26605,1346
1187386,66583,756
272259,14399,484
3550215,105662,3166
5975266,458207,5828
2052292,23077,777
5635116,145614,5809
191257,9281,104
1443947,32230,625
1199312,80427,1023
547149,20223,148
336429,3788,88
3880104,55863,2844
383279,24717,50
8052898,342444,3781
425746,3106,107
13086033,258021,8586
112202,1772,61
432489,2878,157
2339586,287204,3271
9388875,338488,3449
468976,2317,4143
412429,11320,466
7727205,1074657,5795
292877,21109,124
786230,24029,636
688485,56284,326
291549,19069,1045
1679172,97047,2768
355086,5063,1000
223758,18364,52
422518,5092,51
1523728,8327,500
763067,37547,716
872491,33625,760
28191817,537931,11860
1949798,146750,1496
2572950,46632,907
168960,2350,86
449840,28275,88
428155,4100,140
1137034,59969,658
1580751,78669,849
9539606,410650,6923
34672915,2139967,25854
7938287,360601,3176
255115,2396,77
70861,844,55
3523508,124323,3748
971367,19024,2125
4511737,599559,4715
4619574,168526,896
35073118,256823,11268
4694920,229336,3288
336131,12076,351
1893540,80665,863
3815366,258230,4505
3353352,74357,2199
2552550,44576,1448
2199860,253601,3811
1316534,39449,1018
1446779,39843,793
4211943,280281,7089
5600128,444165,2555
4903752,75373,1172
5291853,68031,1952
189527,7544,89
3154069,215932,10776
622364,126390,274
503514,55086,119
2346380,50039,13851
54896064,758673,73016
1053914,74433,2732
612417,8494,182
2054277,60412,1460
12122181,279252,4099
902419,9563,265
2363005,25290,2750
709987,11222,298
2311737,75954,725
2816315,106707,1477
249172,9020,131
723104,18827,420
633761,21029,131
1762640,109322,3985
308222,15161,460
291940,2835,136
2202668,22044,847
1425254,16477,799
4255122,171944,1297
4138471,138464,2858
1051767,48426,800
774346,31220,1236
7511741,102346,2646
4213166,250508,1277
1175196,8163,1814
513128,11495,81
3266402,87216,2179
5534463,167051,26144
377702,2991,102
220612,3650,241
708334,25379,242
280059,13706,217
25640395,276710,5040
167402,3609,70
4132832,45684,1711
18149052,1050545,18375
2555225,24518,1781
712476,12170,220
908789,24877,362
2843166,136334,1577
28847435,406084,9609
1010332,24535,2187
346431,13236,140
842330,9181,594
1565762,59474,1794
3939169,436534,3051
11041244,407731,2218
236161,3321,114
140282,1958,35
3904336,170922,782
347087,24983,280
1045097,8354,235
577930,9224,368
1663875,114158,725
1713888,8787,1212
4073543,161420,1000
1771423,69201,2137
2624085,23777,1553
848322,16923,487
3597837,131481,2175
3068044,120056,5862
1372321,34922,397
3356928,66492,441
776056,41958,249
606387,2924,1911
144250,4411,99
1553243,97049,7676
184994,12164,242
11116611,253847,4205
1221414,96920,550
3661812,71608,1839
210190,3185,50
1291596,65424,716
589062,13413,185
602978,34617,2289
68068375,3710779,94047
869137,46703,1574
139882,8354,65
543865,8509,245
2040955,78125,2750
1295629,56380,1602
251162,28082,457
488757,45447,366
10627658,132880,3010
207237,3552,42
5492443,158710,2902
3523879,361487,6838
438937,20843,179
387047,6258,259
1134850,25180,830
901021,11359,270
565784,20789,576
1572643,92528,1280
245341,3779,62
1899866,146679,981
8370541,421121,7016
43968,363,84
750182,41067,1973
740476,5322,267
1997431,66455,5823
4881790,178948,5028
170879,4088,53
292927,2306,128
816810,99709,190
561379,33422,341
1180543,22412,384
1880223,9425,645
583376,18567,202
713546,11594,194
100570,6970,74
2122735,25517,1332
318968,2685,90
1254207,75018,650
417198,17886,298
1904539,179406,1390
707448,14653,126
3359758,168090,5536
3912358,138948,1319
858915,37045,285
35533074,427243,34023
6678711,89323,1807
180247,7259,174
929033,51073,680
1976564,71083,1222
1790000,116470,2511
258715,18045,90
2537531,45191,1301
585417,26303,345
1188993,63825,275
2644560,46738,4293
1141763,63708,1605
235292,7351,328
1825204,120052,2292
4127455,57845,12149
4286134,174403,4678
3391292,137593,2290
10790733,264474,1408
4315352,55525,1753
2666378,114688,1717
3975582,301613,1085
676984,5358,1234
3412639,217387,1250
2051131,75024,7041
714277,9937,158
590936,4733,84
78517,4113,108
239209,2593,53
16751849,183268,8233
1598823,68672,1116
4104064,69362,833
768341,60717,974
251828,7324,375
3900412,130190,1294
80627648,3086386,147449
1360214,33176,568
273743,2843,140
656497,5600,120
621090,38789,429
2576096,14022,1143
5539927,350845,8009
1544744,103072,328
157231,2543,28
3170204,277508,5731
8000352,402483,11630
4571064,299253,4942
1699108,25254,613
108827,7059,124
3738742,189799,1942
99528,4797,550
199470,3301,751
3853129,266344,3425
280382,5443,149
1780902,102403,889
1075120,21627,535
2159506,45806,407
313331,1274,73
743814,12623,614
157586,9999,132
1277859,57929,1085
1287434,45896,635
2578699,27708,758
254296,13054,206
2818856,194820,404
5857911,129922,5770
681882,5281,133
2279155,42450,884
3044031,63837,1168
9475018,403849,8194
102400,1921,28
526785,12442,252
9575946,177907,3194
2381245,205699,1653
575100,26496,649
14897946,1225333,14752
6189990,199724,3843
2166055,107428,1183
786518,4455,249
2455024,46386,1932
113205,3676,72
854990,15371,167
1992059,100138,2412
597256,32938,906
2146596,153114,1330
891382,25644,441
7467175,360232,2889
528816,28647,408
540078,17400,768
3152350,268391,1486
253291,4720,118
4188641,108905,3868
55446571,423858,16437
2296908,31837,995
9987967,56769,16666
225276,4194,356
804227,36380,933
7207603,219124,15716
3610311,148924,1414
1724889,75706,2207
835775,38639,732
4289379,42944,1822
305571,18748,237
1271290,44298,535
913512,50012,416
1015354,144782,1168
1558989,14019,289
2840606,43518,1132
232167,23309,246
7752693,506156,3416
1227332,14185,303
833797,14785,260
9213050,149782,4013
531697,38467,647
410033,15899,233
85054465,3090667,60142
14410008,102895,3730
140909418,2101361,78893
174560,6055,1555
530625,8820,342
1833511,51552,478
652999,24539,220
999624,15972,344
1587728,72639,537
1369875,63405,845
231478,18395,138
1770358,140629,1725
735276,5695,533
107683,912,59
398718,17739,366
2410834,39695,2209
2491528,117791,7104
213193,13768,222
957872,25598,622
1830910,65427,813
1610569,14693,730
2737847,97735,1339
2867754,49430,1659
77821499,4870305,134663
23689244,992077,11639
257500,7718,229
1358882,43786,962
9255289,218376,3264
9040521,243686,3793
610859,21573,334
133569667,2319000,205655
863310,40453,243
2028669,46549,1185
903779,5026,274
4147082,159604,3827
1022570,18404,655
412478,6597,96
916566,59558,725
1301112,34284,583
421895,3475,113
472999,6638,1011
1738127,56428,2254
2122936,152819,1338
64321,1085,14
831208,15857,546
9356747,439676,4108
1469848,2662,343
285966,1140,102
6035397,123547,2422
469268,9677,655
2104666,65859,600
583422,35834,306
229636,2093,88
385814,23960,297
895439,37301,518
2548617,340682,1584
1657861,106553,557
13538655,855218,17286
4873553,629988,2492
199782,1487,64
1122947,13459,283
8558131,529606,11802
1637636,66232,1715
1940156,94956,662
947179,7793,836
2173217,84762,570
3049477,44627,609
2156531,21698,668
1084567,109496,1422
1077822,27094,793
798389,5458,299
68960,986,25
9432295,107453,6514
357501,8197,90
18840177,111987,3602
304064,7949,44
430192,28409,149
169519,15543,33
7504957,228036,4834
848852,23635,481
194207,3218,97
315252,18743,197
3128403,31497,8651
45396,3762,124
247353,22435,311
2121684,28536,559
1026543,9268,238
5195897,14395,348
644432,9996,133
2463573,161384,578
2706164,337005,860
143323,5413,80
2689610,16293,790
14048886,610345,5127
1093875,42489,338
695227,25012,538
2038065,82435,1160
7099806,301898,1957
2668754,53425,1566
272179,8157,279
1720194,34128,5192
14699167,245266,6317
4542500,103586,3606
164290,5134,204
18666684,742700,28632
219589,3455,249
874186,51737,425
3310069,185856,4364
757658,23046,895
16650609,448833,38057
1414888,7570,1331
7697915,399580,3799
996213,39930,589
7549934,120425,1892
3079047,50875,708
3335435,128117,2714
612907,9197,137
1164414,74000,280
248363,2556,244
937746,60888,3081
1413447,58108,12582
147625,5675,115
404796,16693,176
4330070,174111,2689
19599761,304244,36021
23507299,1309786,25867
1206519,47644,194
1795408,21875,685
4267132,56799,1548
955654,8956,453
830268,15918,359
953140,27267,776
5183375,94374,1070
732971,75731,425
156560,8336,221
8844611,477886,5661
3457533,349829,7496
3617521,81794,967
686326,36592,297
3448671,119438,1694
3894837,127176,1084
1262922,24103,343
2979370,164316,2814
11373121,540415,21078
1103836,199533,783
16092311,814024,6679
3164850,94665,3497
3105444,53938,1682
2422079,169989,1628
23414976,1462374,3211
566974,33626,308
3309462,67233,2767
1922137,18463,481
860113,28387,319
3812530,147922,1192
959745,56696,510
21532766,687022,48503
1096275,11700,389
392084,9091,117
13076723,181161,18937
11674020,260894,5918
5445189,273677,9727
278756,5788,115
3703260,360411,2742
2416520,132593,1887
7602979,392394,2968
40621,680,34
1240312,111841,1201
234517,15004,166
12199337,695196,60453
305426,10391,151
175324,3805,101
1167786,18467,642
1360295,28203,241
945884,39830,368
19591496,1774400,29342
1009035,10273,369
8441919,657235,3206
2919371,813125,3918
39520626,743230,11757
1400192,38154,1307
12180102,353011,12642
755275,12497,446
1812590,128997,2960
249237,4143,69
612881,8843,290
3078508,109888,4808
2474611,253305,5930
706736,12322,291
5558074,60741,28284
1414125,37297,1306
324522,7525,101
919152,11709,260
2074524,64894,780
309589,43546,140
27869978,1227688,94808
8400828,50823,1435
4382458,218502,1354
3138314,99745,2614
340721,2112,210
57285164,450429,41676
5139913,162539,5811
8790217,416675,5850
136349,9019,112
3807596,74198,1266
270912,13377,240
1875056,116315,1197
1724519,88177,555
45802045,2723068,31839
2902354,53172,1075
6988937,330807,4765
1559245,104757,1674
253742,9155,236
11064564,561859,6052
192513,3206,80
754895,9475,397
1006239,43160,994
477742,6473,122
11236562,898046,7679
2229272,34143,885
5226878,86145,2932
9754328,266546,4333
2769167,223702,1706
1060694,13633,242
1417443,57136,855
1002128,7373,173
486564,40255,708
3510745,194455,3046
198765,4610,224
1982254,101154,643
2435409,119170,4304
1339533,27961,578
1466297,23311,1098
1242354,8501,472
4743517,65694,2063
137410,8647,254
172354,14138,525
200499,2018,75
222477,2162,596
240564,11567,99
2017455,146159,1219
1016505,66281,665
16340244,186513,5354
5027766,302589,5515
4900424,120021,2091
4463152,125454,2733
53394699,4333,325
97306,1189,22
1274098,71366,486
1458466,55527,1593
711823,41025,381
2358201,70469,2013
422636,13659,474
10589002,201753,4965
661570,28104,151
2234356,31590,1191
24980214,518113,11289
1346298,75223,852
312335,6206,678
1929466,114811,1235
3410504,342284,2734
15097402,258562,8295
1884154,12573,419
4900981,187954,16729
298790,3687,138
421522,18175,306
2157837,29704,1998
1326735,25969,2806
27784327,421048,4904
3046310,125636,2593
446167,17379,461
884126,49737,409
1227148,75498,518
351275,14017,135
5362951,203451,2012
943828,11138,136
203850,4469,224
3952460,96603,1631
444410,27274,145
291868,8717,378
847475,10400,243
848858,60118,280
3341767,122753,1342
2712536,74731,1998
2761629,26461,6208
4761017,66330,2917
1087114,94089,427
327912,22778,2204
641480,31295,343
906545,30663,269
1291580,57553,715
317524,2934,79
6748913,311689,6585
149922,9607,123
281151,15139,194
3260581,91279,2064
151694323,5318681,98791
786048,14106,528
795473,33088,171
883089,25628,1161
2414661,193351,1880
2237209,2089,115
119233,3909,309
9929556,322752,8704
510617,8773,229
3053891,51815,643
806751,18230,259
1830243,12336,789
1130169,68245,285
1276508,34835,585
237719,1682,142
8702967,12883,895
1241043,71355,513
1383360,63325,3474
103596,3670,129
511173,23356,243
1202339,10619,728
499762,61605,410
435069,3000,134
770842,33455,985
134008,10974,581
1961621,31724,1527
1216952,115406,550
2555720,34789,709
15830767,536240,11051
293524,38641,515
148709,5734,236
6249918,246828,3791
504021,26779,992
27591097,354683,2222
1934569,72982,610
3506078,196524,1623
58998,1535,8
1305563,93637,1447
163609,3357,31
4151541,361777,4526
1722963,35773,709
176816,2101,52
3067147,56908,1444
1296270,31754,372
203669,5206,302
86700177,2294537,284104
20249605,371664,8332
139325,4734,278
902593,6650,317
301627,6488,177
932542,23219,382
5737076,141500,2143
2221962,110994,849
44604,2220,15
737983,4825,11082
5997030,79728,1513
4486081,118861,1621
5354337,53021,1391
1453606,38124,256
1459088,93155,964
101948,2147,72
424021,14841,647
346379,5986,230
3796163,62439,1794
1855837,6855,6284
763996,38688,566
2030561,140020,1407
29570687,736618,11874
536854,26555,1210
117602,2307,30
9133676,67323,3306
1350316,52343,1069
1246706,81192,497
39771426,794516,23692
104940,1796,81
821054,37917,778
93380,924,23
169647,4959,210
62325,2870,49
836890,9348,222
572470,10584,464
70702481,947257,181524
415403,4451,174
29583861,1983005,43521
16931920,762848,13399
1774921,91557,973
576502,10672,356
4127029,117413,709
3231473,62199,2056
2848516,34489,535
89253,1147,22
1283144,45216,409
209518,1295,69
2176731,183902,1773
2832514,72040,1324
192006,11068,93
27941323,898528,33860
986597,7519,378
130767,10264,111
1438096,69402,1681
662913,86162,646
4918467,321334,2020
3234171,169751,558
813391,30274,339
5683157,208252,10237
127882,2747,68
3743196,64428,344
668424,6021,197
4136735,223110,6904
10137075,809540,12177
20772158,180247,7864
450797,5966,57
567328,8608,160
1999163,15556,451
481539,14144,842
85386,728,27
1314285,44983,788
9013465,109035,11403
824774,12762,310
2930674,72964,1029
1324217,83232,414
579273,40568,302
71641,2169,79
1898559,83147,1733
3025738,59312,4416
943295,48978,267
11389902,569798,11384
3050603,44619,1788
289981,3671,121
21273818,1595210,27926
2312893,87834,4503
756133,29147,509
7339853,107139,2158
3091528,161027,2425
1518757,100952,1065
567240,6410,157
1692406,133193,597
330344,12328,309
475541,16373,256
30120934,286945,9750
2302030,89594,1477
556244,26678,278
919812,40300,563
11165751,138224,3679
1312604,47862,2565
167833,939,51
1244697,71246,1187
8542644,155706,4274
620937,19301,499
1069150,96148,605
1779182,25635,691
534350,24946,100
559609,29505,1182
909307,17971,239
325001,4793,45
803212,93421,1141
6441164,623248,10063
42996528,1336419,65687
81585866,2340637,170242
352027,19587,670
437432,2767,279
12522694,164067,4503
7022495,246384,2971
212222,14622,174
2165628,169426,5961
1081891,38088,262
4551110,184234,2727
11798199,305352,13900
495034,5669,137
73215,3635,42
180945,7904,308
3593327,65133,1572
1823052,29721,824
834839,46263,472
6796803,594406,5852
95658,1298,52
947028,50833,822
7961623,379911,5142
3239515,160444,8144
1899173,20983,1067
162033,5958,67
56571849,1012096,84142
194385208,3898438,119008
1401679,17219,780
3696119,74125,1824
261658,3688,51
1087119,35301,763
2828803,98657,10721
812551,44571,457
169155,21913,90
1300830,86725,3920
163255,1120,306
1598655,89724,1280
1080394,13445,229
3654286,130966,3535
3162542,297484,1948
2172708,115409,1581
2818692,83347,1543
7477565,1692988,2681
153764,21081,55
1119458,54390,998
18345359,767162,10320
6588978,42916,6041
1945508,89626,1132
484811,16480,697
578675,11979,459
1026767,25007,488
207340,2667,2389
1558033,101280,553
15526774,370019,12095
144554,1446,37
8052204,287451,10692
1184050,101618,699
7518848,588876,9933
3326513,305350,1724
1003102,44465,601
720682,28250,352
94632,3325,56
1845007,28567,2208
1180087,10931,476
317790,18908,1668
616674,41812,475
415309,2499,232
2178816,92002,811
338153,17724,150
4397219,62419,1539
246310,17541,158
6007462,599815,8708
1100879,16108,241
1306044,41184,310
2612170,69741,1322
1795524,92896,1688
5705973,366182,13719
1696613,34253,2230
5292511,270455,5344
3737009,124889,3682
3494907,91204,9641
245116,13782,94
2447359,104963,1167
100714,182,59
3421180,42434,2029
492554,14277,185
1514139,164064,4239
5363474,130056,1170
2849126,36137,684
4362012,51442,1741
6812751,327355,7363
1258285,38068,190
2332025,32539,1200
888727,14587,301
1661573,76820,889
333641,11835,573
1187005,60087,563
163611882,1160026,61898
721890,9117,221
459421,7486,517
1356952,22592,464
359349,20258,516
3357409,137045,1450
105819,238,71
1503254,32409,559
761658,43670,921
3267821,170381,1024
69627295,584543,24333
256933,10335,331
10059653,104271,7350
885674,9532,140
1768351,49507,1629
629672,38439,518
533229,20518,463
3991906,105907,2748
10874539,353354,3266
480263,8246,104
2188550,174352,992
1424086,14357,673
52025313,581752,22309
127927,4337,90
4433155,76850,1760
590715,47218,779
21948742,290674,28948
2691963,30344,1557
30421804,218816,8244
635125,69286,294
7230685,285387,3286
1492983,43941,116081
999302,46657,717
3032579,95198,2661
6948835,54490,2176
112312585,2462149,23066
4761150,529547,13728
377373,5922,68
1416039,126811,1042
81608,867,24
5927941,285368,2754
6218698,171314,1909
766418,14992,354
3508429,53034,757
1184907,45184,1580
116301,1066,34
1310314,16674,1295
416708,19974,622
2813662,153892,1291
1307292,33857,997
262711,7157,362
286119,4517,418
1428023,14932,675
396421,12776,140
4232432,84610,3050
3657583,127198,1524
1811632,42657,298
440605,4699,232
5781374,584782,4354
1609733,80308,584
4145865,138490,3951
2085031,69498,1576
2135596,233096,1511
95852686,1942978,140879
800692,69643,462
3634968,78680,2426
3945747,339086,7986
301471,16148,265
5077936,91082,4943
854163,54957,845
2322002,59925,912
319884,14419,258
783530,24388,697
239714,32001,98
4389915,343394,1458
922636,7695,358
2061229,307176,3770
269913,41726,150
455584,20654,182
1557013,20426,440
23900200,558127,10828
1704457,41798,743
3035790,90116,1677
8184987,550060,11907
560211,20280,2354
2199912,181731,1606
637296,23352,361
2204978,84631,498
70773945,1233318,37839
1967701,61886,721
707083,6367,182
7197379,124460,1495
89182,2416,94
92809,12132,468
792472,9722,168
492028,44306,168
4666429,103667,1885
349893,7098,219
1124117,8650,694
648171,10946,158
20333548,1011701,25187
6399002,350703,1546
1747947,33393,565
149812,5291,48
890234,26508,192
132108,1266,40
3898020,298411,2358
106587,7016,181
1481346,81884,509
873279,6380,170
1119761,28826,479
3023479,63411,1644
4803356,177847,3176
1513097,175797,228
599503,22521,586
3282317,38458,2358
15065716,493218,2473
1410544,39239,412
449852,54507,2589
440122,34597,204
859403,55971,1291
3711304,118724,2556
155998,3583,162
3095305,24184,3158
442710,4123,396
631891,19460,289
128695,6793,99
5851796,312512,5456
7867304,218032,3630
681777,23337,596
991093,49097,1285
4892081,163678,3545
716448,36035,665
298889,2044,100
2506329,49985,962
6633627,187002,3464
207253,3447,34
3901059,151674,4291
5335778,302086,3596
1624999,78913,678
1001414,14945,191
168066,1626,50
8366215,441533,12788
91337,889,15
368942,17935,143
7378158,202235,7905
182011,4340,56
1927744,12493,3592
2406627,137433,1457
4279452,61296,2881
15716457,278369,2732
221947,11140,187
313332,3580,80
1615254,47432,870
4936219,450250,2165
292756,15675,58
1864039,59130,1171
